pl_name,hostname,pl_orbper,pl_rade,pl_bmassj,pl_eqt,pl_insol,st_rad,st_teff,st_lum,sy_dist,pl_dens
HAT-P-6 b,HAT-P-6,3.853003,14.90797,1.106,,,1.46,6570.0,,275.358,0.583
Kepler-300 c,Kepler-300,40.7151103,2.65,,,,1.1,5965.0,,1098.45,
Kepler-760 c,Kepler-760,2.46697439,2.01,,1358.0,804.95,1.119,5423.0,,792.336,
Kepler-154 c,Kepler-154,62.3027873,2.73,,437.0,8.63,0.832,5937.0,,915.212,
Kepler-865 b,Kepler-865,14.16400071,2.35,,694.0,54.95,0.885,5440.0,,586.137,
Kepler-1296 b,Kepler-1296,8.38395796,3.24,,1285.0,645.64,2.605,5405.0,,1551.54,
K2-334 b,K2-334,5.113823,5.0,,,,1.409,6890.0,,371.823,
Kepler-1357 b,Kepler-1357,3.0091324,1.12,,1163.0,432.97,0.797,5834.0,,1015.69,
Kepler-109 b,Kepler-109,6.481674,2.64,,1181.0,,1.43,5871.0,,474.861,
Kepler-1677 b,Kepler-1677,22.0640623,2.303,,,59.4,1.142,6000.0,,735.369,
Kepler-96 b,Kepler-96,16.238465,2.65,,716.0,,1.017,5692.0,,122.881,
Kepler-197 d,Kepler-197,15.67750191,1.42,,810.0,101.79,1.109,6003.0,,330.575,
Kepler-1529 b,Kepler-1529,5.33905686,1.94,,817.0,105.25,0.704,5057.0,,661.014,
Kepler-332 b,Kepler-332,7.62634063,1.21,,,,0.74,5008.0,,344.19,
HAT-P-65 b,HAT-P-65,2.60526736721,17.85436992,,1729.58,2114.8556,1.66978,5916.0,,738.519,
Kepler-195 c,Kepler-195,34.0962295,1.72,,,,0.79,5234.0,,652.051,
Kepler-498 b,Kepler-498,9.61375356,3.03,,,,0.96,5744.0,,938.844,
WASP-26 b,WASP-26,2.7566004,14.359,1.028,,,1.303,5939.0,,252.759,0.649
Kepler-136 c,Kepler-136,16.3992561,1.8,,812.0,102.7,1.188,6156.0,,420.818,
Kepler-1395 b,Kepler-1395,3.784706,1.23,,1746.0,,1.99,6458.0,,492.894,
Kepler-928 b,Kepler-928,3.93246069,1.65,,894.0,151.31,0.779,4841.0,,508.809,
Kepler-1031 b,Kepler-1031,1.22621732,0.78,,1769.0,2313.02,0.991,6095.0,,682.882,
Kepler-1856 b,Kepler-1856,1.301993,1.36,,1331.0,,0.739,5085.0,,848.76,
TOI-561 d,TOI-561,25.62,2.53,0.03759872,,,0.849,5455.0,,85.799,4.1
K2-114 b,K2-114,11.3909311,10.44677001,2.01,701.0,40.0,0.824,4920.0,-0.44491,475.758,3.08
Kepler-1684 b,Kepler-1684,47.7054612,3.62,,341.0,3.2,0.666,4505.0,,621.996,
Kepler-1721 b,Kepler-1721,4.592393816,2.51,,924.0,172.6,0.796,5351.0,,641.374,
Kepler-368 b,Kepler-368,26.8476325,1.22,,523.0,17.69,0.747,5501.0,,770.978,
Kepler-125 b,Kepler-125,4.164383815,2.67,,,,0.51,3824.0,,183.365,
Kepler-213 b,Kepler-213,2.46236,1.62,,,,1.195,5696.0,,634.939,
Kepler-916 b,Kepler-916,32.2968798,1.84,,496.0,14.36,0.843,5412.0,,830.712,
Kepler-1625 b,Kepler-1625,287.377314,11.67,,350.0,3.56,1.793,5548.0,,2310.11,
TOI-5261 b,TOI-5261,4.1509756,10.8804,,990.0,159.592,1.04,5686.0,,377.054,
Kepler-1071 b,Kepler-1071,6.1799844,1.47,,661.0,45.12,0.492,4932.0,,1042.27,
TOI-3362 b,TOI-3362,18.09547,12.80065596,5.029,,,1.83,6532.0,0.73878,366.987,
Kepler-283 b,Kepler-283,11.00815926,3.25,,653.0,43.04,0.72,5189.0,,468.094,
Kepler-153 c,Kepler-153,46.90232,2.53,,,,0.892,5404.0,,459.368,
K2-274 b,K2-274,14.129714,2.2,,589.0,,0.74,5065.0,,228.327,
Kepler-1328 b,Kepler-1328,4.52158888,0.98,,,,0.99,5780.0,,813.543,
HAT-P-65 b,HAT-P-65,2.6054552,21.18501,0.527,1930.0,,1.86,5835.0,0.55509,738.519,0.096
K2-39 b,K2-39,4.60547,6.4,0.11830283,1550.0,1370.0,3.08,4915.0,,307.47,0.93
Kepler-745 b,Kepler-745,9.93143556,1.92,,824.0,109.11,0.917,5880.0,,1780.38,
Kepler-578 b,Kepler-578,1.616883696,2.0,,,,0.83,5334.0,,541.432,
Kepler-399 c,Kepler-399,26.67568,2.4,,544.0,,0.82,5613.0,,740.537,
Kepler-156 c,Kepler-156,15.90688891,2.35,,588.0,28.32,0.797,5097.0,,443.483,
Kepler-338 d,Kepler-338,44.4287,2.66,,,,1.90361,5860.88,0.5857,552.798,
Kepler-729 b,Kepler-729,3.166353714,3.58,,,,0.91,5633.0,,1921.15,
Kepler-1273 b,Kepler-1273,28.62525,2.3,,542.0,,0.84,5679.0,,1114.24,
Kepler-408 b,Kepler-408,2.465026158,0.71,,,,,,,88.7832,
WASP-188 b,WASP-188,5.748916,14.81827249,1.443,1666.0,1278.0,1.83,6850.0,,675.281,0.78
Kepler-305 b,Kepler-305,5.48711079,3.5,,855.0,126.43,0.803,5106.0,,868.477,
Kepler-1056 b,Kepler-1056,27.4954,2.6,,617.0,,1.03,5707.0,,982.51,
Kepler-60 d,Kepler-60,11.8984948,1.69,,929.0,176.27,1.307,5862.0,,1025.1,
Kepler-1669 d,Kepler-1669,4.72941177,1.22,,669.0,47.3,0.603,4224.0,,543.444,
Kepler-1541 b,Kepler-1541,8.40691199,2.15,,1048.0,285.67,1.533,5365.0,,416.692,
WASP-61 b,WASP-61,3.8559,15.80469,2.68,,,1.55,6250.0,,488.66,
TOI-3976 A b,TOI-3976 A,6.6080989,12.1125,,1157.0,298.497,1.5,5993.0,,516.087,
Kepler-1528 b,Kepler-1528,1.791110205,1.39,,1548.0,1356.76,0.999,6040.0,,817.534,
Kepler-846 b,Kepler-846,19.80762,2.2,,629.0,,0.86,5781.0,,1127.12,
Kepler-44 b,Kepler-44,3.246732048,12.4,,1459.0,1072.7,1.457,5763.0,,1188.0,
Kepler-1746 b,Kepler-1746,321.2139,6.78,,300.0,,1.168,6169.0,,979.541,
KOI-984 b,KOI-984,4.287455473,2.78,,998.0,234.19,0.871,5505.0,,252.667,
BD-14 3065 b,BD-14 3065 A,4.2889696,20.7112,,1404.0,646.761,2.61,6736.9,,589.423,
Kepler-959 b,Kepler-959,14.80074836,4.38,,,,2.01,7005.0,,807.729,
Kepler-399 d,Kepler-399,58.0341086,1.96,,392.0,5.57,0.682,5500.0,,740.537,
K2-398 c,K2-398,18.787839,5.098,,,,1.239,5946.0,,606.992,
Kepler-133 c,Kepler-133,31.51780202,3.172,,,58.6,1.615,5712.0,,653.6,
Kepler-475 b,Kepler-475,3.1055091,2.68,,981.0,,0.798,4915.0,,280.069,
Kepler-1017 b,Kepler-1017,7.234049,3.2,,1107.0,,1.51,5437.0,,552.058,
Kepler-384 c,Kepler-384,45.3485277,2.139,,,38.7,1.617,5541.0,,895.678,
WASP-95 b,WASP-95,2.184673,13.56,1.13,1570.0,,1.13,5630.0,,137.544,1.13
Kepler-861 b,Kepler-861,3.949631375,2.43,,966.0,206.05,0.836,5155.0,,850.327,
KOI-351 g,KOI-351,210.603,8.07048,0.8,,,1.2,6080.0,,848.254,
Kepler-154 f,Kepler-154,9.91935684,1.591,,,130.6,1.05,5666.0,,915.212,
Kepler-160 c,Kepler-160,13.69941722,3.11,,733.0,68.25,0.867,5857.0,,937.013,
Kepler-1678 b,Kepler-1678,147.9724,3.5,,347.0,,0.95,6034.0,,847.339,
Kepler-57 c,Kepler-57,11.60908533,1.71,,671.0,48.06,0.786,5320.0,,644.14,
K2-123 b,K2-123,30.9542,2.66,,,2.7,0.592,3880.0,-1.14267,161.555,
Kepler-259 b,Kepler-259,8.11529219,2.68,,879.0,140.92,0.887,5926.0,,1002.14,
Kepler-109 b,Kepler-109,6.48163,2.37,0.02296825,,,1.32,5952.0,,474.861,
Kepler-91 b,Kepler-91,6.24658,15.513,0.88,,,6.3,4550.0,1.225,1294.69,0.44
TOI-815 c,TOI-815,34.976145,2.62,0.07393927,469.0,8.03,0.77,4869.0,,59.7117,7.2
WASP-154 b,WASP-154,3.811678,10.76062147,0.626,994.0,162.0,0.823,4774.0,,215.501,0.88
Kepler-1414 b,Kepler-1414,3.515763,3.4,,1456.0,,1.94,4977.0,,570.835,
Kepler-583 b,Kepler-583,6.5100253,2.89,,1017.0,253.24,1.153,5638.0,,867.271,
Kepler-501 c,Kepler-501,3.62269606,1.45,,1257.0,589.5,0.989,6217.0,,1125.24,
Kepler-372 d,Kepler-372,30.0904877,2.44,,692.0,54.11,1.159,6517.0,,1493.95,
K2-115 b,K2-115,20.272615,12.06,,619.0,,0.88,5657.0,,413.591,
HATS-48 A b,HATS-48 A,3.13167354484,9.49951912,,890.56,148.6545,0.76701,4351.0,,263.609,
K2-173 b,K2-173,5.868699,1.60826194,,,,0.843154,5580.0,,228.641,
Kepler-1751 b,Kepler-1751,7.01733571,1.61,,984.0,221.46,0.967,6052.0,,1291.47,
K2-123 b,K2-123,30.954222,2.5,,,,0.598,4040.0,,161.555,
Kepler-1104 b,Kepler-1104,5.03728015,1.296,,,784.4,1.449,6386.0,,530.658,
Kepler-1963 b,Kepler-1963,1.962260008,0.74437023,,,,0.979,5726.0,,492.847,
Kepler-190 b,Kepler-190,2.019997006,1.46,,1166.0,437.85,0.787,5103.0,,433.387,
Kepler-334 c,Kepler-334,12.75802811,1.58,,,,1.11,5958.0,,426.59,
Kepler-272 c,Kepler-272,6.05729966,1.94,,947.0,189.98,1.004,5334.0,,889.608,
Kepler-2001 c,Kepler-2001,14.0926796,1.82,,604.0,31.44,0.784,5093.0,,776.55,
Kepler-36 c,Kepler-36,16.2318713,3.692,0.03023629,,,1.629,,,527.956,
Kepler-1017 b,Kepler-1017,7.23400381,1.78,,831.0,112.48,0.85,5411.0,,552.058,
Kepler-1844 b,Kepler-1844,3.9245216,1.92,,1077.0,318.14,0.851,5787.0,,1804.36,
XO-3 b,XO-3,3.19154,15.80469,7.29,,,1.54,6429.0,,213.053,
Kepler-1731 b,Kepler-1731,21.76129394,2.48,,498.0,14.49,0.72,4919.0,,169.948,
Kepler-363 b,Kepler-363,3.61460279,1.14,,1347.0,776.7,1.391,5711.0,,762.596,
Kepler-1101 b,Kepler-1101,81.3153052,2.55,,393.0,5.64,0.975,5325.0,,742.473,
Kepler-1823 b,Kepler-1823,21.10339928,2.0861268,,,,1.126,6000.0,,724.971,
Kepler-519 b,Kepler-519,24.307983,2.29,,555.0,,0.871,5407.0,,246.61,
Kepler-1585 b,Kepler-1585,3.58273837,1.64,,1064.0,302.74,0.872,5448.0,,944.465,
Kepler-1028 b,Kepler-1028,2.514628496,1.27,,1217.0,517.89,0.84,5662.0,,607.916,
Kepler-709 b,Kepler-709,16.08524954,3.19,,613.0,33.43,0.826,5239.0,,664.843,
TOI-2384 b,TOI-2384,2.13570304,11.48920522,1.966,889.7,104.3,0.6113,3943.0,,191.51,2.26
Kepler-374 c,Kepler-374,3.2828024,1.79,,1467.0,1093.39,1.515,5640.0,,1265.61,
TOI-5143 c,TOI-5143,5.20970995776,12.02041386,,904.48,158.1646,0.85412,5296.38,,181.38,
Kepler-210 c,Kepler-210,7.972513469,3.23,,497.0,14.4,0.53,3914.0,,232.75,
Kepler-592 b,Kepler-592,2.820190603,2.53,,1367.0,824.92,1.121,5831.0,,1153.13,
HATS-17 b,HATS-17,16.2546802,9.68176,,787.0,63.815,1.32,5846.0,,400.331,
Kepler-507 b,Kepler-507,3.568096926,1.3,,,,1.32,6113.0,,391.644,
Kepler-950 b,Kepler-950,98.7180406,6.97,,363.0,4.1,0.793,5838.0,,2161.6,
Kepler-1669 b,Kepler-1669,9.51220046,1.99,,530.0,18.66,0.603,4224.0,,543.444,
Kepler-730 c,Kepler-730,2.85188338,1.23,,1398.0,903.77,1.107,6123.0,,1935.04,
Kepler-1909 b,Kepler-1909,2.391612,1.07,,1046.0,,0.723,4988.0,,763.662,
Kepler-396 c,Kepler-396,88.5112563,5.142,,,4.9,0.897,5656.0,,223.757,
Kepler-1122 b,Kepler-1122,42.1917357,2.01,,479.0,12.5,0.857,5674.0,,1230.42,
Kepler-1553 b,Kepler-1553,4.24261881,1.11,,939.0,183.5,0.78,5328.0,,692.594,
Kepler-1798 b,Kepler-1798,16.85593514,2.08,,403.0,6.25,0.565,3972.0,,395.196,
HAT-P-13 b,HAT-P-13,2.91625,14.258,0.851,,,,,,246.81,
Kepler-648 b,Kepler-648,17.42115972,3.11,,674.0,48.91,0.972,5679.0,,636.03,
Kepler-51 b,Kepler-51,45.15530074,7.88,,523.0,17.68,0.972,6046.0,,783.831,
Kepler-315 c,Kepler-315,265.467621,3.64,,269.0,1.24,0.862,5724.0,,1160.63,
HAT-P-53 b,HAT-P-53,1.9616241,14.773462,1.484,1778.0,,1.209,5956.0,0.21748,666.802,0.8
Kepler-341 b,Kepler-341,5.19556758,1.14,,1095.0,340.45,1.003,6008.0,,1047.03,
Kepler-1451 b,Kepler-1451,35.6225528,2.24,,523.0,17.67,0.878,5799.0,,1058.72,
TOI-4127 b,TOI-4127,56.39879,12.28504285,2.3,605.1,22.3,1.293,6096.0,0.31639,319.632,2.17
TOI-2768 b,TOI-2768,1.50801,2.63,,855.0,,0.657,4008.0,-0.99801,78.4525,
K2-229 b,K2-229,0.584216,1.0,,,,0.79,5315.0,,102.564,
Kepler-1052 c,Kepler-1052,180.92477,2.24,,303.0,1.98,0.847,5835.0,,943.444,
K2-376 b,K2-376,5.776475,1.736,,,,1.149,5937.0,,161.61,
Kepler-487 b,Kepler-487,15.358768403,11.31,,686.0,52.24,0.87,5700.0,,872.343,
Kepler-697 b,Kepler-697,3.709884,3.6,,1028.0,,0.8,5526.0,,1277.33,
HIP 97166 b,HIP 97166,10.288914,2.4801338,0.06009532,701.66,,0.8418,5216.0,-0.32514,65.9501,6.86
Kepler-235 e,Kepler-235,46.18415,1.94,,265.0,1.16,0.48,3887.0,,428.018,
Kepler-698 b,Kepler-698,16.32976218,3.97,,725.0,65.19,0.983,5870.0,,1995.57,
Kepler-33 e,Kepler-33,31.785,3.74,0.04,,,1.694,,,1209.16,
K2-371 b,K2-371,3.114905,13.024,,,,0.736,4925.0,,442.813,
Kepler-334 b,Kepler-334,5.47033694,1.03,,1049.0,286.03,0.999,5827.0,,426.59,
WASP-171 b,WASP-171,3.8186244,10.98482,1.084,1642.0,,1.637,5965.0,,757.84,1.5
Kepler-1073 c,Kepler-1073,4.02582254,1.38,,1055.0,292.8,0.833,5741.0,,809.897,
Kepler-61 b,Kepler-61,59.87769,2.33,,274.0,,0.545,4196.0,,335.079,
TRAPPIST-1 g,TRAPPIST-1,12.352446,1.129,0.00415633,,0.252,0.1192,2566.0,-3.25727,,5.055986
Kepler-608 b,Kepler-608,6.412515037,4.03,,1069.0,308.76,1.108,6026.0,,946.683,
Kepler-383 b,Kepler-383,12.90475463,1.39,,,,0.71,4726.0,,,
Kepler-84 e,Kepler-84,27.4345973,2.56,,672.0,48.29,1.131,6036.0,,1023.9,
Kepler-348 c,Kepler-348,17.2654644,1.22,,,,1.39,6412.0,,570.783,
Kepler-374 b,Kepler-374,1.897834018,1.27,,,,1.05,5898.0,,1265.61,
NGTS-31 b,NGTS-31,4.162734,18.04645893,1.12,1410.0,643.0,1.7,5710.0,,497.376,0.3
Kepler-1780 b,Kepler-1780,109.4450597,3.04,,340.0,3.14,0.868,5403.0,,790.516,
Kepler-1767 b,Kepler-1767,59.65943,2.9,,378.0,4.82,0.695,5349.0,,820.506,
Kepler-161 b,Kepler-161,4.921354681,2.07,,838.0,116.67,0.739,5079.0,,434.632,
Kepler-1147 b,Kepler-1147,10.62784997,2.3,,871.0,136.34,1.014,6082.0,,1657.36,
Kepler-130 b,Kepler-130,8.457422,1.03,,966.0,,1.11,5873.0,,316.663,
TOI-700 e,TOI-700,27.80968975735,0.94918578,,272.9,1.3108,0.419457,3482.0,,31.1265,
WASP-95 b,WASP-95,2.18466694872,13.70285267,,1549.44,1362.1381,1.23824,5630.0,,137.544,
Kepler-386 c,Kepler-386,25.193458,1.58,,,,0.767,5178.0,,882.462,
TOI-1836 b,TOI-1836,20.38078237418,8.22279941,,897.76,153.5185,1.61988,6351.0,,191.649,
EPIC 206317286 b,EPIC 206317286,1.58252,0.96,,,,,,,314.35,
Kepler-1487 c,Kepler-1487,35.8022845,3.02,,599.0,30.46,0.956,6444.0,,1014.62,
K2-136 b,K2-136,7.975292,0.99,,553.0,,0.66,4499.0,-0.78781,59.2474,
Kepler-330 c,Kepler-330,15.95522,1.85,,552.0,,0.69,5093.0,,717.527,
Kepler-635 b,Kepler-635,23.44971004,3.585,,,171.0,2.027,6282.0,,1141.08,
Kepler-138 c,Kepler-138,13.78109344,1.33,,398.0,5.95,0.5,3841.0,,66.8624,
TOI-3261 b,TOI-3261,0.8831331,3.82,0.09533446,1722.0,1466.0,0.849,5068.0,-0.36653,300.141,3.0
Kepler-732 b,Kepler-732,9.467821474,2.13,,407.0,6.47,0.458,3582.0,,174.826,
K2-289 b,K2-289,13.15727,10.83,,,,1.24,,,274.3,
Kepler-55 f,Kepler-55,10.19851808,1.6,,572.0,25.25,0.658,4505.0,,578.796,
Kepler-1638 b,Kepler-1638,259.365,1.6,,304.0,1.17,0.835,5906.0,-0.114,1525.52,
Kepler-1527 b,Kepler-1527,160.130899,6.67,,450.0,9.68,1.759,6092.0,,1842.13,
TOI-1266 c,TOI-1266,18.80152,1.673,0.02013665,347.1,2.42,0.4232,3573.0,-1.58021,36.0118,
Kepler-1506 b,Kepler-1506,14.0329154,1.46,,783.0,88.83,1.001,6063.0,,2366.02,
Kepler-502 b,Kepler-502,4.28686431,4.07,,1209.0,504.73,1.031,6225.0,,1591.04,
WASP-65 b,WASP-65,2.3114243,12.464408,1.54,,,1.01,5600.0,,273.703,1.38
Kepler-220 d,Kepler-220,28.12296,0.88,,416.0,,0.655,4689.0,,171.109,
Kepler-23 c,Kepler-23,10.7421,3.2,2.7,,,1.52,5760.0,0.362,835.756,
Kepler-93 b,Kepler-93,4.7267257,1.45952,,1190.0,333.088,0.92,5655.0,,95.9115,
Kepler-301 c,Kepler-301,5.419115,1.5,,994.0,,0.9,5811.0,,719.166,
Kepler-1811 b,Kepler-1811,76.4217472,2.87,,442.0,8.98,0.967,6091.0,,1390.56,
WASP-47 e,WASP-47,0.78961,1.83,0.02831717,,,1.156,,,264.78,
Kepler-266 b,Kepler-266,6.6184,2.45,,950.0,,1.02,5634.0,,1370.79,
Kepler-221 d,Kepler-221,10.04156,2.73,,,,0.821,5243.0,,385.231,
WASP-172 b,WASP-172,5.477433,17.5980997,0.47,,,1.91,6900.0,,538.11,
Kepler-348 c,Kepler-348,17.2654644,1.07,,824.0,108.97,1.186,6395.0,,570.783,
Kepler-1105 b,Kepler-1105,4.421566535,2.19,,729.0,66.94,0.697,4299.0,,318.004,
CoRoT-19 b,CoRoT-19,3.89713,14.46,1.11,2000.0,,1.65,6090.0,0.544,790.663,0.71
Kepler-227 b,Kepler-227,9.48803146,3.1,,881.0,142.17,1.04,5850.0,,1083.06,
HATS-2 b,HATS-2,1.35413379,12.57647635,1.37,1550.0,,0.876,,,341.925,1.20684
Kepler-712 b,Kepler-712,21.02250608,3.07,,521.0,17.48,0.75,5067.0,,872.493,
Kepler-343 c,Kepler-343,23.2218189,1.53,,689.0,53.23,1.047,6122.0,,927.193,
Kepler-31 b,Kepler-31,20.861145,5.7,,775.0,,1.15,6514.0,,1664.64,
Kepler-808 b,Kepler-808,0.631332353,1.524,,,1428.3,0.733,4759.0,,,
Kepler-394 b,Kepler-394,8.00504749,1.52,,1035.0,271.68,1.101,6398.0,,1058.72,
Kepler-211 b,Kepler-211,4.138553,3.52,,1364.0,,1.75,5174.0,,309.353,
Kepler-201 b,Kepler-201,25.67212848,2.73,,718.0,62.91,1.24,6131.0,,636.445,
Kepler-1629 b,Kepler-1629,3.87594316,0.68,,1081.0,323.21,0.893,5713.0,,336.09,
Kepler-314 c,Kepler-314,5.96055423169,2.96467298,,899.0,154.3686,0.943064,5219.54,,268.881,
Kepler-399 c,Kepler-399,26.6757054,2.15,,,,0.94,5682.0,,740.537,
K2-137 b,K2-137,0.179719,0.64,,,,0.29,3697.0,,98.8765,
Kepler-773 b,Kepler-773,3.749100061,1.52,,1238.0,555.66,1.114,5735.0,,547.026,
Kepler-27 d,Kepler-27,6.54626058,2.83,,836.0,115.56,0.863,5325.0,,1044.36,
Kepler-1880 b,Kepler-1880,6.30923438,1.43,,605.0,31.73,0.53,4380.0,,611.041,
Kepler-475 b,Kepler-475,3.105508189,2.66,,1016.0,251.89,0.842,4938.0,,280.069,
CoRoT-18 b,CoRoT-18,1.90009,12.845514,3.3,1487.0,,0.883,,-0.17,764.889,2.73
K2-19 c,K2-19,11.90701,4.21,,,48.8,0.88,5230.0,,289.827,
Kepler-1780 b,Kepler-1780,109.444,2.9,,330.0,,0.8,5517.0,,790.516,
Kepler-332 b,Kepler-332,7.62634063,1.45,,792.0,93.25,0.861,5141.0,,344.19,
CoRoT-24 b,CoRoT-24,5.1134,3.7,0.018,1070.0,,0.86,4950.0,,591.555,0.9
WASP-161 b,WASP-161,5.4053583,13.4237,,1507.0,857.119,1.59,6410.0,,343.08,
Kepler-1585 b,Kepler-1585,3.5827463,1.79,,,,0.91,5538.0,,944.465,
Kepler-32 e,Kepler-32,2.896005211,1.23,,652.0,42.53,0.498,3731.0,,323.847,
Kepler-1604 b,Kepler-1604,0.341842017,1.72,,2023.0,3991.16,0.747,5016.0,,541.189,
Kepler-1294 b,Kepler-1294,115.6862258,3.02,,375.0,4.69,0.929,6032.0,,1855.7,
K2-121 b,K2-121,5.185758,7.44,,,,0.637,,,169.398,
Kepler-414 b,Kepler-414,4.699653236,2.19,,1030.0,266.3,0.946,5523.0,,413.46,
Kepler-1007 b,Kepler-1007,5.185002073,1.17,,652.0,42.62,0.56,4325.0,,,
OGLE-TR-113 b,OGLE-TR-113,1.4324757,12.453199,1.24,1355.0,,0.78,4804.0,,566.459,1.21
Kepler-510 b,Kepler-510,19.55659418,2.617,,,,,,,386.177,
Kepler-222 d,Kepler-222,28.08185982,3.63,,522.0,17.52,0.843,5431.0,,758.854,
Kepler-296 d,Kepler-296,19.85029495,1.52,,297.0,1.83,0.383,3526.0,,,
Kepler-1617 b,Kepler-1617,27.4785572,1.08,,689.0,53.2,1.126,6300.0,,898.31,
Kepler-625 b,Kepler-625,7.75192492,2.829,,,352.4,1.398,6042.0,,760.708,
Kepler-1183 b,Kepler-1183,28.5057217,2.55,,555.0,22.43,0.87,5712.0,,1919.19,
Kepler-616 b,Kepler-616,9.99760285,2.82,,860.0,129.18,0.977,6004.0,,945.775,
Kepler-11 c,Kepler-11,13.02502,3.15,0.042,,,1.1,5680.0,,646.346,
Kepler-383 b,Kepler-383,12.904532,1.32,,,,0.672,4710.0,,,
Kepler-847 b,Kepler-847,2.343231895,1.34,,1107.0,355.02,0.853,4876.0,,513.103,
Kepler-1679 b,Kepler-1679,9.7538,2.2,,797.0,,0.86,5770.0,,909.28,
Kepler-1318 b,Kepler-1318,213.2567,2.6,,199.0,,0.601,4504.0,,475.248,
HAT-P-12 b,HAT-P-12,3.21305929,10.749431,0.2084,,,0.701,4650.0,,142.751,0.296
Kepler-1913 b,Kepler-1913,14.1959621,1.66,,818.0,105.7,1.076,6214.0,,876.3,
Kepler-1733 b,Kepler-1733,9.22958009,2.31,,959.0,200.2,1.035,6363.0,,2080.51,
Kepler-1745 b,Kepler-1745,3.01618319,1.67,,1305.0,684.98,0.999,6043.0,,996.105,
TOI-1859 b,TOI-1859,63.4839358,11.1495,,615.0,23.786,1.4,6415.0,,224.385,
Kepler-642 b,Kepler-642,4.41745855,2.9,,,,1.66,6570.0,,781.582,
Kepler-968 c,Kepler-968,5.709404918,1.42,,647.0,41.51,0.577,4397.0,,290.324,
Kepler-15 b,Kepler-15,4.942783419,10.62,,1008.0,244.42,0.978,5514.0,,739.412,
TOI-1416 b,TOI-1416,1.0697568,1.62,0.0109493,1517.0,883.0,0.793,4884.0,,55.0135,4.5
Kepler-1673 b,Kepler-1673,33.7888028,2.71,,611.0,33.01,1.062,6202.0,,727.187,
K2-165 c,K2-165,4.382745,1.55409035,,,,0.803827,5185.0,,134.591,
HATS-69 b,HATS-69,2.22505138138,10.09261891,,1188.0,470.7467,0.883426,5103.0,,414.537,
Kepler-864 c,Kepler-864,2.421489954,1.76699996,,,,1.195,6213.0,,2022.9,
Kepler-529 c,Kepler-529,12.8345022,1.57,,795.0,94.39,0.886,6248.0,,799.008,
Kepler-715 b,Kepler-715,10.00652995,3.57,,876.0,139.21,1.001,6063.0,,1327.44,
Kepler-1951 b,Kepler-1951,20.6577602,0.88,,624.0,35.84,0.9,5497.0,,1277.32,
Kepler-844 b,Kepler-844,2.613020856,1.51,,704.0,58.11,0.51,3878.0,,431.776,
K2-17 b,K2-17,17.96753,2.23,,487.0,,0.66,4320.0,,125.106,
Kepler-1391 b,Kepler-1391,54.4092333,1.36,,464.0,10.91,0.892,5883.0,,1038.35,
Kepler-1248 b,Kepler-1248,7.46728,1.02,,962.0,,0.97,6103.0,,593.026,
K2-280 b,K2-280,19.895202,7.67,,744.0,,1.28,5742.0,,391.537,
Kepler-1385 b,Kepler-1385,2.88879862,0.85,,,,1.29,5732.0,,688.795,
Kepler-127 c,Kepler-127,29.393195,2.66,,,,1.359,6106.0,,352.794,
Kepler-540 b,Kepler-540,172.7049784,3.13,,376.0,4.72,1.25,5839.0,,390.374,
Kepler-1732 b,Kepler-1732,32.3123975,2.88,,582.0,27.05,0.973,6000.0,,1289.41,
Kepler-10 c,Kepler-10,45.294301,2.355,0.03586841,578.0,18.68,1.065,5708.0,,185.506,4.78
WASP-18 b,WASP-18,0.9414529,14.201803,10.11,,,1.36,6400.0,,123.483,
Kepler-319 c,Kepler-319,6.941344,5.6,,1160.0,,1.49,5708.0,,503.436,
Kepler-914 b,Kepler-914,4.40966548,1.32,,1186.0,468.0,1.149,5862.0,,753.723,
Kepler-1987 b,Kepler-1987,2.345858578,1.27,,1003.0,239.43,0.729,4750.0,,595.683,
Kepler-1224 b,Kepler-1224,13.32351601,1.248,,,130.3,1.181,6125.0,,559.598,
K2-397 b,K2-397,3.572326,2.417,,,,0.966,5387.0,,199.354,
Kepler-221 e,Kepler-221,18.36974658,3.58,,582.0,27.14,0.81,5244.0,,385.231,
Kepler-54 d,Kepler-54,20.99589959,1.38,,329.0,2.76,0.47,3726.0,,271.701,
Kepler-716 b,Kepler-716,10.37168928,3.2,,720.0,63.68,0.888,5121.0,,635.009,
TOI-1194 b,TOI-1194,2.3106446,8.71664516,0.37756222,1264.29,,0.9608,5394.0,-0.1512,149.667,0.99
Kepler-1390 b,Kepler-1390,6.48021673,0.92,,872.0,136.78,0.789,5662.0,,723.431,
Kepler-311 b,Kepler-311,9.17613539,1.57,,928.0,175.04,1.081,5897.0,,778.654,
Kepler-1525 b,Kepler-1525,2.416601183,0.84,,1309.0,694.24,0.923,5812.0,,382.989,
Kepler-422 b,Kepler-422,7.89142712368,12.92999416,,1042.35,278.9768,1.27992,5883.0,,722.795,
TOI-3919 b,TOI-3919,7.433234,12.31866979,3.88,1198.0,,1.319,6100.0,0.33606,604.591,3.63
Kepler-467 b,Kepler-467,24.99324193,2.28,,719.0,63.24,1.357,5747.0,,466.265,
Kepler-924 b,Kepler-924,61.0370117,2.5,,509.0,15.81,1.015,6372.0,,1053.04,
Kepler-460 c,KIC 5437945,220.1303357,8.184,,,7.4,1.868,6054.0,,1274.01,
Kepler-1610 c,Kepler-1610,44.9851885,2.09,,433.0,8.34,0.8,5295.0,,864.331,
